111.383072	-52.849262
113.141149	-57.61133
111.492179	-68.068575
139.508075	-17.52683
153.783363	-11.02186
253.394453	-41.963398
227.746522	-18.183582
210.413046	-9.30491
200.569673	-2.012811
163.962937	20.250927
279.530987	-23.279855
202.729667	21.085837
256.162037	9.486125
250.999192	23.05363
160.347146	50.857837
231.79451	51.100668
251.701571	40.51544
280.85102	12.253979
330.721757	22.562258
344.090424	16.45138
316.629668	-14.495514
352.635704	20.192104
41.050999	38.271188
5.669483	21.217622
28.750547	25.222839
0.386823	6.751431
3.137178	6.023282
340.02876	-9.454477
27.721282	17.742234
37.885176	21.640799
14.793869	9.179728
350.207723	-6.412001
0.645553	-1.124273
14.546271	4.161865
8.382082	0.610941
3.505097	-2.735622
7.796798	-5.577641
23.108561	0.256501
22.054686	-3.39677
44.874518	5.366946
42.290289	3.060418
37.336336	-1.013609
359.73079	-19.595805
46.563851	1.795206
25.136534	-9.579234
47.51796	1.809146
30.026537	-9.123074
58.945543	4.749026
57.508884	-0.289598
47.160171	-7.357061
66.858323	2.553562
65.839267	0.443234
29.445601	-23.539704
48.620747	-16.026327
64.745971	-6.624211
60.856602	-13.15417
61.918811	-15.312889
10.925016	-45.437545
338.005399	-43.569582
47.776709	-42.083628
86.855349	-21.665166
87.693036	-26.28393
103.395236	-14.004582
91.360735	-42.360186
