5.820326	9.389963
7.614283	4.861031
8.590976	-5.576867
34.526494	42.53816
55.097033	41.512581
69.316234	-47.252531
92.556648	-21.007759
93.433233	-2.01312
95.342143	10.044093
101.496176	51.970811
107.975788	-68.513171
117.788147	18.127357
135.183138	-31.741915
142.829655	-19.048618
153.139326	53.117301
155.741663	10.031328
156.161114	-7.32211
161.459112	-45.165034
223.949876	-33.512885
240.216263	-30.897055
240.898656	-72.042425
243.652114	-22.508686
250.069771	22.402451
250.909008	-12.416299
258.45639	7.793745
260.272908	-24.951714
262.590276	-23.075331
263.199028	-50.81672
264.724867	3.553023
265.37977	13.862254
266.122524	-11.581856
266.952985	-40.615219
267.886222	-28.962922
270.462806	-14.292924
270.522232	-21.401014
271.088055	-27.292038
276.133366	-24.869676
278.11497	-8.615283
280.921925	-11.225297
283.488826	13.062236
284.401627	9.721443
285.774138	3.455336
287.447644	-37.737352
287.540423	12.940405
287.955343	-11.239578
287.980015	13.792877
289.700136	-6.709695
290.843719	25.261276
294.910672	21.58309
296.038879	9.123057
297.373494	31.101064
298.866147	29.145399
302.691339	-13.398914
304.344605	6.051546
304.883121	24.420918
308.364633	17.582908
310.837007	17.191363
321.182706	-33.979125
322.344862	-57.353948
326.460252	-7.838469
333.661886	30.010609
337.462019	26.73268
345.695743	44.706135
349.288486	14.658682
